Anime_ID|Synopsis
6159|Okajima Rokuro is a Japanese businessman…in a town full of Japanese businessmen. His normal day consists of social drinking with clients and being kicked around by his bosses. He finally gets a break though, as he’s sent by his company to the tropical seas of Eastern China to deliver a disc…only his boat gets hijacked by a band of mercenaries that were hired to steal it. “Rock” (as he is newly dubbed by his captors) catches the interest of the only female merc “Revy” as she thinks he’s worth a ransom, taking him hostage. However, the disc turns out to be more trouble than its worth, and complicates things both for Rock, and the mercenaries known as Black Lagoon.
11759|GOSICK takes place in 1924 in a small, made-up European country of Sauville. The story centers on Kazuya Kujo, the third son of a Japanese Imperial soldier, who is a transfer student to St. Marguerite Academy, where urban legends and horror stories are all the rage. There he meets Victorique, a mysterious yet beautiful and brilliant girl who never comes to class and spends her days reading the entire content of the library or solving mysteries that even detectives can't solve.
366|A.D. 2009: The human race is in the middle of a three-way war with a race of giant humanoid aliens split into the Zentrans (males) and Meltlans (females). After executing a space fold that sent it and part of South Ataria Island to the edge of the Solar System, the space fortress <cite>Macross</cite> is on its way back to Earth. During a small skirmish with Zentradi forces, young pilot Hikaru Ichijyo rescues idol singer Lynn Minmay and their relationship develops as they're stranded somewhere within the ship. But shortly after returning to Macross City, Minmay is captured by the Zentradi, and Hikaru and female officer Misa Hayase end up back on Earth—only to view the aftermath of the destruction of their civilization. Only a song discovered eons ago—along with Minmay's voice—can determine the outcome of the war.
10157|2312 A.D. Four years have passed since the final battle between Celestial Being and the UN Forces. Humanity, after having established the Earth Sphere Federation, forms an independent security force, A-LAWS, separate from the formal Federation army to further unify nations and the will of mankind. But in reality it is simply inhumane oppressing anti-government powers, doctrines, and ideologies in the name of unity. Setsuna F. Seiei, after surviving the battle four years ago, has decided to once again fight with his Gundam.
355|In 1999, an alien spaceship crashes on South Ataria Island and makes the human race aware of other life in space. Ten years later, the ship is reconstructed and christened as the SDF-1 Macross. However, on the day of its maiden voyage, an alien race called the Zentradi make their appearance on Earth—thus beginning Space War I, a UN Spacy/Zentradi war that would change the history of both races forever.
17217|Satoru Fujinuma is a struggling manga artist who has the ability to turn back time and prevent deaths. When his mother is killed he turns back time to solve the mystery, but ends up back in elementary school, just before the disappearance of his classmate Kayo. <em class=de-emphasized>(from manga)</em>
49|"At the age of 14 Shinji Ikari is summoned by his father to the city of Neo Tokyo-3 after several years of separation. There he unwillingly accepts the task of becoming the pilot of a giant robot by the name EVA01 and protect the world from the enigmatic invaders known as ""angels."" Even though he repeatedly questions why he has accepted this mission from his estranged and cold father, his doing so helps him to gradually accept himself. However, why exactly are the angels attacking and what are his father’s true intentions are yet to be unraveled."
2019|"To get the money to pay for a doctor for his father, Romeo bravely sells himself as a chimney sweep. On the way to Milan he meets Alfredo, a mysterious boy on the run heading to the same fate. Upon being separated and sold to their new bosses, the two boys swear eternal friendship. Romeo has to learn the hardships of a chimney sweep's job. His boss' daughter, Angeletta, is a girl with a heart illness who is not allowed to leave her room. She asks Romeo to bring the blue sky to her. Alfredo unites the sweeps in a secret union, the ""Black Brothers"" to face together the ""Wolf Pack"" gang, who constantly attack them. With their help, Romeo succeeds in bringing Angeletta's dream to her. Soon the brotherhood faces more hardships than cruel bosses or street hooligans. Alfredo reveals his secret: he has sold himself in the name of his sister Bianca. It is now up to the ""Black Brothers"" to stand up for the truth, to save Bianca and to protect their leader's life with their own."
6236|Twenty years ago, Edo-period Japan suffered a great cultural shock—the aliens called Amanto invaded the Earth, overpowered the nation's government, and outlawed the carrying of swords by the once proud samurai. Moreover, the aliens took the people's jobs and are currently running Japan as a sweatshop using the natives as laborers. In this strange new era are Gintoki Sakata, an eccentric samurai whose personal trademarks are his naturally permed silver hair, his love of anything sweet, and his addiction to <i>Shonen Jump</i>; Shinpachi Shimura, the teenaged heir of the Kakido-Ryu style; and Kagura, an incredibly strong alien girl from the powerful Yato clan. The trio are self-employed in an odd jobs shop called Yoruzuya Gin-chan, which offers to do almost anything for a price, from finding lost kittens to saving the world. Unfortunately, the jobs rarely go as planned, or pay enough to cover the pain and suffering the employees encounter—never mind their rent.
12142|The ordinary life of the peculiar students from class 1-Q and their odd acquaintances.
8586|Macross Frontier marks the 25th anniversary of the Macross anime franchise. It is a direct sequel to the first Macross series and Macross 7 and follows the lives of Alto Saotome, Ranka Lee and a pop idol named Sheryl Nome on board the Macross Frontier colonization fleet. After the war against the Zentradi aliens, Humankind has spread across the universe in order to ensure its survival. The Macross Frontier fleet is part of a effort to spread and maintain the culture of humanity.
7382|"In Tokyo, an impenetrable field known as ""Hell's Gate"" appeared ten years ago. At the same time, psychics who wield paranormal powers at the cost of their conscience also emerged. Hei is one of the most powerful of these psychic agents, and along with his blind associate, Yin, works for one of the many rival agencies vying to unlock the mysteries of Hell's Gate."
12376|Taking place 10 years before the events of Fate/stay night, this series chronicles the events of the Fourth Holy Grail War.
6243|"Taking the ""A"" Story from Second Gig. When a series of terroists attacks commited by a group called the Individual Eleven becomes attributed to the already sensitive refugee problem. It's up to Section 9 to solve the problem. and The Major finds a suprising link to her past."
10519|"Jū Jūzawa is a delinquent high school boy who just wants to be left alone. One day, he is approached by Ame Ochibana, who claims that she knew him in a previous life, and now wants to serve him as his ""knight"". At first Jū wants nothing to do with Ame, but after a classmate is murdered, he accepts her help as he looks for the killer."
13890|When they were young, the brothers Mutta and Hibito promised each other they would become astronauts. Now, in 2025, Hibito has followed his dream to become the first Japanese on the moon, but Mutta has just been fired from his job. His brother reminds him of their childhood promise, and Mutta decides once again to aim for space.
15761|A young girl is sent to the country for health reasons, where she meets an unlikely friend in the form of Marnie, a young girl with flowing blonde hair. As the friendship unravels it is possible that Marnie has closer ties to the protagonist than we might expect.
16693|"There is the the human realm and the bakemono realm (""Jūtengai""). In these two worlds which must not intersect, there lives a lonely boy in Tokyo's Shibuya ward and a lonely bakemono. One day, the boy gets lost in the bakemono world, becomes the disciple of the bakemono Kumatetsu, and is renamed Kyūta."
9174|Five children save the life of a dog-like alien while at a self-run summer camp. He attempts to reward them by taking them to an alien colony on the Moon. Events take a turn for the worse when his report on that attack that injured him causes passage from the Moon to the Earth to be banned, and children are stranded in space. The children need to find a way back home before camp ends and their parents discover that they are missing. They also have to avoid the poachers that injured their alien friend, and now seem to be stalking them all.
127|"Tracking the legendary counterfeits known as ""Gothic Bills,"" international thief Arsene Lupin III arrives at the Duchy of Cagliostro. Once there, he nearly rescues a damsel in distress from the Regent's guards. Following his failure, Lupin takes it upon himself to save her from captivity."
3521|After leaving Jagara's keep, the story concludes as Kiba, Tsume, Hige, Toboe, Blue and Cheza struggle to finish their journey to Rakuen (Paradise), accompanied by the humans Hubb, Cher and Quent. Darcia confronts the protagonists at last. The secrets of his mysterious existence and Cheza's true form are revealed in this finale.
10704|There is an estimated 70% or higher possibility that a magnitude 7.0 earthquake will occur in Tokyo in the next 30 years. In 2012, Mirai, a middle school freshman girl, goes to Tokyo’s artificial Odaiba Island for a robot exhibition with her brother Yuuki at the start of summer vacation. A powerful tremor registering 8.0 on the JMA scale emanates from an ocean trench, the famed Tokyo Tower and Rainbow Bridge crumble and fall, and the landscape of Tokyo changes in seconds. With the help of a motorcycle delivery woman named Mari who they meet on Odaiba, Mirai and Yuuki strive to head back to their Setagaya home in western Tokyo.
4797|"Renton Thurston is a 14-year-old boy who lived with his mechanic grandfather in a backwater town. Every day he dreamed of being with the mercenary ""Light Finding Operation (LFO)"" aircraft pilot group ""Gekkostate"" and riding ""Trapar"" particle waves-- a sport called ""reffing""-- with their charismatic leader Holland, especially when faced with his father's acclaimed past or his grandfather's desire to protect him. When a young girl named Eureka riding the original LFO, the ""Nirvash typeZERO"", asks his grandfather for a tune-up, she inadvertently brings the attention of the military to the garage; as a result, the garage is destroyed and Renton is forced to deliver a new type of interface-- the ""Amita Drive""-- to the Nirvash. After a heated fight in which the Nirvash destroys the military LFOs by unleashing an immense amount of power, Renton is invited into Gekkostate. However, he quickly realizes that behind the facade of a traveling group of mercenaries is a very bitter reality."
287|Shu is a typical Japanese boy, but has an unbeatable, optimistic and determined attitude. However, when he sees a mysterious girl with strange eyes named Lala-Ru up on a smokestack, he is soon pulled into a strange desert world. Shu soon discovers the true terrors of war, which includes genocide, brutal torture, hunger, thirst, and child explotation. Now Shu is trying to save Lala-Ru, as well as his hard earned, and often relunctant, new friends from the insane dictator, Hamdo. Whether Shu can possibly accomplish saving those he cares about while still holding up to his values remains to be seen.
7489|It's been a month since Emma left London and reluctantly ending her relationship with William Jones, due to their difference in class status. She has found a new job, and a fresh start, as one of the many maids working in the Molders family estate. Her presence soon catches the eye and respect of sullen but kind-hearted footman Hans. Meanwhile, Eleanor Campbell makes her move to win William's heart. However, Emma and William has yet to realise that they will meet again.
4114|Tsukamoto Tenma is an ordinary 2nd year high school student who has fallen in love with one of her classmates, Karasuma Ooji. However, currently she is unable to confess her feelings to him. To make things worse, she found out that Karasuma is transferring to another school in a year. On the other hand, Tenma's other classmate, Harima Kenji (who is a delinquent) is also in love with Tenma. Not being able to confess his feelings, Harima gets depressed day by day.
5644|"In 2024, the terrorist incident known as ""The Laughing Man Incident"" occurred in which Ernest Serano, president of the groundbreaking micromachine company, Sereno Genomics, was kidnapped and ransomed. One day, the case having remained unsolved for six years, Detective Yamaguchi, who has been investigating ""The Laughing Man Incident,"" sends word that he wants to meet with Togusa from Public Safety Section 9. However, soon after sending this message, Yamaguchi, crucial to the success of the case, dies in an accident. Many days pass and in the midst of a police interview relay concerning suspicions behind interceptors, a forewarning is received from ""The Laughing Man"" of his next crime. The incorporeal hacker begins to move once again."
15855|"Shinichi Izumi is a normal high school boy whose right hand has become infected with an alien parasite that names itself ""Migi"" (""right""). Migi is the first parasite to develop a symbiotic relationship with its host, as he and Shinichi slowly develop a grudging friendship. Migi isn't the only Parasite on earth, however, and as cases of Parasites killing humans begin to emerge, humans seek to kill off Parasites. Shinichi and Migi find themselves caught in between these two sides of the struggle over planet earth."
16595|"On the island country Hinomoto, humans hide themselves in fortresses called ""stations"" against the threat of zombie-like beings with steel hearts known as ""Kabane."" Only armored locomotives known as ""Hayajiro"" go between the stations."
2324|"In an alternate timeline, Japan was divided after losing World War II: Hokkaido was annexed by ""Union"" while Honshu and other southern islands were under US sovereignty. A gigantic yet mysterious tower was constructed at Hokkaido and could be seen clearly from Aomori (the northernmost prefecture of Honshu) across Tsugaru Strait. In the summer of 1996, three 9th-graders had made a promise that one day they'll build an aircraft and unravel the tower's mystery, but their project was abandoned after the girl, Sayuri Sawatari, began experiencing sleeping sickness and transferred to Tokyo for better treatment. Three years later, Hiroki Fujisawa accidentally found out that Sayuri had been in coma since then, and he asked Takuya Shirakawa to help him finding a way to revive her. What they don't know yet is that Sayuri's unconsciousness is somehow linked with secrets of the tower and the world."
10855|"20 years after his escape from Impel Down, the legendary pirate Shiki ""the Golden Lion"" reappears causing massive upheaval to the Marines. During his long seclusion, he was able to come up with a scheme to bring the World Government to its knees. On his way to execute the plan, Shiki crosses paths with the Straw Hat Pirates and becomes so impressed with Nami's knowledge of meteorology that he abducts her to forcedly enlist her into his crew. Luffy and the gang end up on a strange land populated with monstrous beasts as they desperately search for Shiki and Nami."
12221|"Six months have passed since the events of the previous movie. Fate Testarossa has returned to Uminari City with Lindy Harlaown as her legal guardian and is living the life of a normal elementary schoolgirl along with Nanoha Takamachi and her friends. The reunion between the two new-found friends are cut short however, when they are assaulted by four ancient magic users who identified themselves as the ""Wolkenritter"". As the motives behind the actions of the Wolkenritter become clear, Nanoha and Fate find themselves in a race against time to stop the reactivation of a highly dangerous artifact known as ""The Book of Darkness""."
10172|Detroit Metal City (DMC) is a quickly rising independent death metal band. They garner fame by performing wild live shows and writing songs filled with hate, violence, and rape. The band is fronted by Sōichi Negishi, who takes on the stage name Krauser II. On stage he is a wild, unchained beast. Off-stage he is a tranquil, tender-loving person who enjoys Swedish pop music. He hates himself as Krauser and his two personalities collide, making his private life very difficult.
13799|The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war. Amid all this carnage, Griffith´s words still resonate in Guts´ head and make him wonder what should he do once this conflict is over.
465|"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as ""The Puppetmaster"" begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster. The pursuit will call into question what makes a human and what is the Puppetmaster in a world where the distinction between human and machine is increasingly blurry."
2026|All of the Clow Cards have been captured, and Sakura Kinomoto, the new Master of the Cards, is preparing to play the lead in the play for the town festival. However, a new evil force is causing mysterious events all over Tomoeda, including the disappearance of Sakura's cards. With Syaoran's help, Sakura must figure out the cause of these events, and save her town.
14850|Madoka Kaname used to be a normal girl living happy days of her life. This all ended when she sacrificed herself in order to save other magical girls from the utterly cruel fate that awaited them. Unable to let her memories of Madoka die, Homura Akemi continues to fight alone in the world that Madoka left behind for humanity in order to see her smile once more.
855|"During the beginning years of the Great Depression, life in the Mediterranean has become difficult. Aerial pirate raids are gaining in frequency, thus requiring the need for capable ""bodyguards"". One of the best is a pig known as Porco Rosso. Once a human and an ace pilot during World War I, he now freelances his services to those in distress. The fascist regime that has taken over the Italian Air Force has grown tiresome of his exploits and places a bounty on his head. On top of that, a hotshot flyer from the United States arrives and not only wants to steal Porco Rosso's glory, but also the woman he loves so dearly."
7468|Risa Koizumi, taller than the average girl, and Atsushi Ootani, shorter than the average guy—their constant bickering and comical love-hate relationship is well-known throughout the school. They act similarly and love the same music, and their friendship is full of laughing, shouting at each other, and of course, lots of jokes about one another's height. But when Risa notices her feelings for Ootani growing, she's worried. She doesn't know if he can ever see her as more than a friend. With her friends rooting for her, she struggles to make him see how she feels about him, and that a romantic relationship between a tall girl and a short guy can work. Oblivious Ootani doesn't make things easy for her, but she stubbornly perseveres in her own unconventional way, determined for her feelings to get through to him, and finally be returned. If only she could do it without driving herself and everyone else crazy in the process...
17645|During the month of October of his third year in high school, Koyomi Araragi is introduced to a transfer student named Ougi Oshino by his underclassman Kanbaru Suruga. Ougi tells Koyomi that she has something she wishes to consult with him. When she draws the map of Naoestu High School, she finds something peculiar. This discovery reveals a tale that wasn't meant to be told, and this makes Koyomi's high school life totally different. This is the story that brings to light “what” makes Koyomi Araragi. This is the story that reveals the “beginning” of everything.
9700|Seven teenagers in 1955 have to learn to live together in the same hold in the reformatory of Shio. Confined in a hall where suffering and humiliation are daily, they are waiting for a ray of hope in a dark, incarcerating world. The story follows their life together and how they move on afterwards.
14975|Inspired by the aesthetics of design and the freedom of flying, Jiro Horikoshi pursues a life dedicated to the creation of a beautiful aircraft. He labors from his childhood, filled with dreams of engineering, to adulthood as he creates an elegant, flightworthy plane—the Mitsubishi A6M Zero—that eventually is used for something quite different than he expected: war.
3469|Kimura finally has his championship match. It takes place at the annual champion carnival. But now he must face the intense champion, Mashiba for the Junior Lightweight championship.
16648|The gang from the Wagnaria restaurant are back for another season, and they are offering up a main course of wacky comedy with a side dish of blossoming romances.
3433|Hikaru is given a phone call asking him to appear in the Japan/China/Korea Junior's Tournament but he finds out he will have to take part in a preliminary tournament to choose Japan's three contestants. Upon discussing this with Akira, he discovers that Akira has already been chosen for the tournament and will not be taking place in the preliminaries. Hikaru then decides not to visit Akira's Go Salon until he takes his place on the team with Akira. That may be tougher than originally planned, as not only does Hikaru have to battle with old friends for one of two coveted spots, but he may have a new challenger, in a promising player from the Kansai Go Institute.
220|Lina, Gourry, Zelgadis, and Amelia coincidently meet up again and begin to search for the Clair Bible. During their search they run into a mysterious priest named Xelloss who seems to know a thing or two about the passages they're looking for, but he tends to get them into more trouble instead of out of it. Furthermore, they discover that the Monster race has plans of their own, and as it turns out, Lina and Company just might be a big part of their evil intentions.
154|The year is Universal Century 0079. For nine months, war has been raging between the Earth Federation and the Principality of Zeon. On the space colony Green Noah at Side 7, the cluster of colonies farthest from the moon, the Federation has completed its new prototype mobile suits. However, the Zeon launch a surprise attack. In the midst of battle, fifteen-year-old Amuro Ray activates one of the Federation mobile suits, and from then on he defends his friends and the new assault carrier White Base from countless Zeon attacks as the war rages on around them.
8455|Toraji Ishida is a high school kendo teacher. His friend and fellow kendo teacher makes him a bet: if Ishida can assemble a girls' kendo team that can defeat his girls' team in a practice match, he'll treat Ishida to free meals at his father's sushi restaurant for a whole year. Now Ishida must find five girls to join the team.
8190|It is the year A.D. 2307. Fossil fuels on Earth have been depleted entirely, with mankind turning to the next available power source: solar energy. During this time, 3 orbital elevators with solar power generation systems are built, each under control by the Union of Solar Energy and Free Nations (formerly United States of America), the Human Reform League (Russia, China and India) and the Advanced European Union. However, not all countries are able to enjoy the benefits of this system, leading to widespread resentment and war. Arising out of the conflict, a mysterious military organization known as Celestial Being appears, dedicated to end all warfare using Mobile Suits called Gundam. This begins the stories of Gundam Meisters (pilots) Setsuna F. Seiei, Lockon Stratos, Allelujah Haptism and Tiera Erde as they are thrown into conflict between the 3 superpowers and the various other factions.
493|Kyosuke Kasuga thinks back to the summer when he finally decides on which girl he loves. The three-year Kyosuke/Madoka/Hikaru love-triangle crashes to an end.
16031|At the Queen’s request, Ciel and the demon butler Sebastian host an extravagant dinner party for the who’s who of the London underground. But an evening that begins with the promise of unmatched elegance quickly spirals into mayhem when their most distinguished guest is found murdered in his room. Now, trapped in the Phantomhive Manor by a dark and stormy night, Ciel and Sebastian must work together with their high-class guests, including the legendary author Sir Arthur Conan Doyle, to find the murderer in their midst before the blame falls on the host and his somewhat suspicious staff.
1800|These short stories fill in the first part of the background of Reinhard von Lohengramm and Siegfried Kircheis before the start of the main Legend of the Galactic Heroes series. In these stories, they journey to a planet of ice and are betrayed by their commanding officer, they investigate a possible murder at their alma mater, Kircheis takes a vacation and gets involved in a plot against an admiral, and finally the major 12-part story of Reinhard at Iserlohn, a battle fortress that protects the Galactic Empire from the Free Planets.
15017|Yūgo Hachiken decided to escape from the stressful school and home environment in the city by enrolling at Ōezo Agricultural High School. Unlike his peers who'll eventually embark upon an agricultural career, he decides to study there only because he believes it'll be less competitive academically. Unfamiliar with his new surroundings, he tries his best to adapt to the agricultural world he had never thought of living in.
1381|The year is Universal Century 0087. Seven years have passed since the end of the One Year War. In its zeal to stamp out any remaining opposition, the Earth Federation has organized the Titans, an elite fighting force. However, the Titans soon get out of hand, committing atrocities on par with the worst the Principality of Zeon had to offer during the war. In response, dissatisified citizens, former Zeon soldiers, and even members of the Earth Federal Forces form a resistance group known as the Anti-Earth Union Group, or AEUG. As the next war is brewing, a small AEUG group arrives at Side 7 to investigate the new Gundam Mk. II...
2130|Remi lives with his mother in a French village. His father, Barberin, works in Paris. When he returns wounded and hard-hearted, Remi discovers he is actually a foundling. Barberin sells Remi to a traveling artist, Vitalis, and his animals troop. Heart-broken Remi leaves his home to face the hardships of a traveling artist's life. In Vitalis Remi finds the father he lacks. On his way Remi meets a kind rich woman and her sick son, who are actually his real mother and brother. Though life with them is nice, Remi, not knowing the truth, chooses to leave with Vitalis. Tragedies strike one after another to leave Remi alone with the faithful dog Capi. Between staying with a family of gardeners, where he gets attached to the youngest mute daughter Lise, and traveling with his best friend Mattia, earning his living by playing the harp, Remi searches for a place in life... Until he discovers his real parents may be alive, and undertakes a perilous journey to London in search of his family.
14363|In the city of Mitakihara, a girl named Madoka Kaname, along with her friend, Sayaka Miki, encounter a creature named Kyubey and are saved from witches by a magical girl named Mami Tomoe. Kyubey offers Madoka and Sayaka the chance to have any one wish granted in exchange for becoming a magical girl and fighting witches, whilst Homura Akemi, another magical girl who recently transferred into Madoka's class, is strongly against Madoka becoming one. Before Madoka can make a decision, however, Mami is killed by a witch, leaving Madoka too afraid to become a magical girl. Sayaka, however, decides to become a magical girl herself in order to heal the hand of her childhood friend, Kyosuke Kamijou. As Sayaka soon comes into conflict with another magical girl named Kyouko Sakura, they, along with Madoka, learn the shocking truth that their soul gems, the source of their magical powers, literally contain their souls.
14364|Madoka learns from Kyubey, whose real identity is Incubator, that his species makes contracts to make girls into magical girls that inevitably become witches in order to use the energy that spawns from their despair to counter entropy in the universe. Kyouko, hoping for a chance that Sayaka can be made human again, takes Madoka with her to try and reach her humanity. This ultimately fails, with Kyouko choosing to sacrifice herself to destroy Sayaka with her. Meanwhile, it is revealed that Homura comes from another timeline, having relived the same month several times in the hope of saving Madoka from a grim fate at the hands of the ultimate witch, Walpurgisnacht. Homura attempts to face Walpurgisnacht, but is ultimately defeated and draws close to despair, feeling her efforts have become pointless. Just then, Madoka appears and uses the built up energy from several timelines to become a powerful magical girl capable of eliminating witches before they are born.
466|Noriko Takaya's dream is to become a space pilot like her father, Admiral Yuzo Takaya. He died when she was still a little girl due to an attack of alien forces in deep space. After entering Okinawa Girls Space Pilot High School, Noriko is handpicked by instructor Kouichiro Ohta as someone with great potential. She must then persuade everyone, especially herself, that she can indeed fulfill her goal and become an accomplished pilot despite being just an ordinary girl.
11282|"Amamizukan is an apartment complex where no boys are allowed. Tsukimi, a girl who adores jellyfish, lives there happily with her friends who all have nerdy obsessions of their own. Their peaceful lives gradually start to change when a beautiful woman helps Tsukimi out of a pinch. She stays overnight at the apartments—but it turns out ""she"" is really a ""he""."
3396|"Takumi Fujiwara and brothers Keisuke and Ryousuke Takahashi have formed ""Project D,"" a racing team aimed at bringing their driving skills to their full potential outside their prefecture. Using the internet, Project D issues challenges to other racing teams and posts results of their races. Managed by Ryousuke, the team has Takumi engaging in downhill battles with his AE86, while Keisuke challenges opponents uphill. Among their rivals are the Seven-Star Leaf (SSR) and Todo-juku. Meanwhile, Takumi is caught off-guard on Mount Akina when he encounters his father Bunta and his newly acquired Subaru Impreza WRX Type R Version V."
11212|Sho moves into his great aunt's house and soon discovers the presence of tiny people, the Borrowers, living there. A 14-year-old Borrower named Arrietty strives to prove herself by helping her father gather materials that her family needs from Sho's new home. However, Arrietty and Sho meet, breaking the rule that humans must not know about the Borrowers' existence. As Sho and Arrietty's relationship develops, human interference endangers the Borrowers' lives. Arrietty and Sho work together to try and protect the Borrowers' way of life.
448|Due to a lack of ambassadors for the recently-conquered worlds the rapidly advancing fleet of the Bebaus brothers leave behind, Lafiel is appointed Territorial Ambassador of the planet Lobnas II. Upon arriving to the planet Jinto and Lafiel discover that the planet was used by the United Mankind as a prison planet and now has a million prisoners on the only inhabited island. The prisoners are parted in three blocks. The western where women are housed, the eastern belongs to the men and the central is mixed under the restriction that all prisoners living there are sterilized. The women in the western sector want to emigrate from the planet of fear for the men and when they do the men in the east rebel, overthrowing the guards and capturing Jinto to try to stop the emigration of the women. At the same time an enemy fleet heads toward the system forcing Lafiel to abandon Jinto.
11197|Moritaka Mashiro, a junior high school student, content to live out a relatively normal life as any other does, is persuaded by his classmate, Akito Takagi, to become an aspiring mangaka when the latter realizes his natural talent as an artist. However, Moritaka is reluctant to pursue his dream as his uncle, once a mangaka with his own serializations, died from overwork trying to regain his lost status. With Akito's help, Takagi gets another classmate and his school crush, Azuki Miho, who is an aspiring voice actress, to voice in the anime adaptation of their future manga once it is completed. However, Mashiro also proposes to Azuki, who surprisingly accepts only on the condition she will marry him when both of them have achieved their dreams. With a goal set before him, Mashiro begins a long and struggling path to become a famous mangaka.
775|A female mecha pilot tries to keep in touch with her boyfriend on earth while she is in space using cell phone text messages. The farther away they get from each other, the harder it is for the text messages to get to each other.
912|"Hikaru Shindo is just a normal 12 year old boy, but one day he's rumaging through his Grandfather's things to see if he can find something to sell and pulls out an old Go board. A ghostly apparation appears out of the board and tells Hikaru his sad story. His name is Sai Fujiwara, a man who was a Go instructor to the emperor of Japan a thousand years ago. However, because of bad sportsmanship of his opponent during a game, Sai was accused of cheating and banished from the city. With no livelihood or any other reason to live, Sai commited suicide by drowning himself. Now, he haunts a Go board, and wants to accomplish the perfect Go game, called the ""Hand of God"" which he hopes to do through Hikaru. If Hikaru will be able to do it or not (or even wants to) will have to be seen."
7454|The endless cycle of hatred and death that befell the small village of Hinamizawa continues. Rika Furude, who is the sole witness of all those tragedies, tries to find a way out of it with her friends' help, without knowing if there is one after all.
2680|Conan was invited to a party with many other guests. They were there to test a new virtual game system, when a murder mystery occured. Now Conan must go into the game system to figure out who the murderer is with the help of the famous book character Sherlock Holmes. The lives of 49 kids testing the game are in his hands.
14858|Long ago, humanity lived in the sea. But the humans who longed for the land left the sea behind. They cast aside the special raiment they'd been given by the sea god that let them live in the ocean. The thinking of the sea humans and the land humans became as separate as the places they lived, and as countless time passed, they forgot they were once one people. This will change as the land-dwelling human Tsumugu Kihara befriends four students who live in a village at the bottom of the sea.
3127|A small village is being persecuted by robbers who return every harvest to seize the village's crops. Faced with starvation, the villagers send out a mission to find and recruit some samurai to defend them. With no pay to offer except rice, and knowing full well that only down-on-their-luck samurai would even consider accepting such an deal, the villagers can only hope that their saviours will appear before the rice is ready for harvest.
2683|Kaitou Kid announces to the police that he intends to steal the Russian Imperial Easter Egg, which is currently being held in Osaka. As Conan pursues his rival, he discovers that there's more to this case then simply stopping a robbery.
2682|A series of murders have occured with police officers as victims. One of the officers is shot right in front of Ran's eyes, and the shock of the incident causes Ran to lose her memory of everyone and everything around her. Now Conan must help Ran regain her lost memories, while also protecting her from the muderer, who is targeting Ran for witnessing the crime.
15118|"Elder Tales is an online fantasy RPG that has become popular worldwide. But when its twelfth expansion package, ""Cultivate the Noosphere,"" is installed, thirty thousand players in Japan are trapped inside. Among them is grad student Shiroe, who isn't very good at interacting with others. But to survive in a world full of monsters, he forms a guild called ""Log Horizon"" with an eclectic group of other players."
872|Twelve-year-old Kouyama Mitsuki was devastated when she was diagnosed with a malignant tumor of the throat. She had made a promise to the boy she loves that she would one day become a singer, but her illness made singing impossible. To make matters even worse, two angels of death, Takuto and Meroko, appeared to Mitsuki and informed her that she only had one year left to live. This news provides an even greater motivation for Mitsuki to fulfill her dreams, and with a little bit of divine intervention, she begins her quest to become a professional singer so she can be reunited with Eichi before time runs out.
16309|The second season's story picks up at a Florida academy where rival players practice and clash in order to promote their rankings. For Eiichirō this is not only his first time being abroad but a first chance to face competitors from around the world.
7868|Shuurei needs to deal with more obstacles in the new series. More danger comes her way but at the same time meeting friends who will help her with her work as an official.
7767|"Itoshiki Nozomu is the world's most negative person. To his way of thinking, there is no hope or meaning in this existence. Even the three kanji of his name become the two-kanji word <i>zetsubou</i>, ""despair"", when compressed. What an ironic twist of fate, then, that he becomes teacher to a class containing his precise opposite, the invincibly positive-minded Fuura Kafuka."
11716|In a distant galaxy, a robot society plans to invade Earth and take humans as their slaves. A robot named Riruru is sent ahead as a scout who will make the necessary arrangements for the invasion to occur. Luckily for human race, Nobita accidentally interrupts this reconaissance mission. Nobita and his friends will then need to somehow face an entire army of steel troops and stop the mechanized offensive.
2681|As a pair of towers in Tokyo are being prepared for their grand opening, there is a series of murders of people connected to the towers. Conan suspects that the mysterious Syndicate may also be involved.
10166|The assassination of the head of the Lovelace family in Venezuela sets his maid, a former terrorist named Roberta, on a bloodthirsty quest for revenge at any cost. The search for the culprits leads her to Roanapur, causing a massive commotion in Thailand. Garcia, heir of the Lovelace legacy and someone who regards Roberta as a precious family member, also travels to Roanapur and wants to make a deal with the Lagoon Company.
11227|Picking up where the original series left off, Ren Mihashi, the ace pitcher of the newly-formed Nishiura High School baseball team, and his teammates face the Sakitama High School team in the next round of the High School Baseball Invitational Tournament as they aim to play in the finals at legendary Hanshin Kōshien Stadium.
